-5.831708004982593e-06	0.0
4.1666641714618695	-0.43454659401873963
8.333324196456633	-0.8662844334974296
12.499994245195458	-1.2939847428299507
16.66666431812645	-1.7160021230855755
20.833324415284856	-2.130591654621117
24.999994536459575	-2.536006801683614
29.166664681299423	-2.930526381188458
33.33332484933798	-3.3124724611843424
37.499995039992285	-3.6802222925332164
41.66666525260339	-4.032210285537945
45.83332548642303	-4.366937767934064
49.999995740597704	-4.6829816698484015
54.16666601421868	-4.978995772011134
58.333326306303434	-5.253719117427977
62.499996615779494	-5.50598320908517
66.66666694154897	-5.7347130784751705
70.83332728247119	-5.938934200325261
74.99999763735346	-6.11777799492918
79.16666800503727	-6.270482742232643
83.33332838439661	-6.396398859965023
87.49999877435613	-6.494992872018133
91.66666917402293	-6.565849855054957
95.83332958272538	-6.608686356227348
100.0	-6.623405559207466
