0.	-1.0678e+008
2.0833	-1.0678e+008
4.1667	-1.0678e+008
6.25	-1.0678e+008
8.3333	-8.8084e+007
10.417	-8.8084e+007
12.5	-8.8084e+007
14.583	-7.9153e+007
16.667	-7.9153e+007
18.75	-7.9153e+007
20.833	-7.1232e+007
22.917	-7.1232e+007
25.	-7.1232e+007
27.083	-6.3671e+007
29.167	-6.3671e+007
31.25	-6.3671e+007
33.333	-5.6653e+007
35.417	-5.6653e+007
37.5	-5.6653e+007
39.583	-5.012e+007
41.667	-5.012e+007
43.75	-5.012e+007
45.833	-4.3841e+007
47.917	-4.3841e+007
50.	-4.3841e+007
52.083	-3.7913e+007
54.167	-3.7913e+007
56.25	-3.7913e+007
58.333	-3.2325e+007
60.417	-3.2325e+007
62.5	-3.2325e+007
64.583	-2.6964e+007
66.667	-2.6964e+007
68.75	-2.6964e+007
70.833	-2.1695e+007
72.917	-2.1695e+007
75.	-2.1695e+007
77.083	-1.6709e+007
79.167	-1.6709e+007
81.25	-1.6709e+007
83.333	-1.1826e+007
85.417	-1.1826e+007
87.5	-1.1826e+007
89.583	-7.0728e+006
91.667	-7.0728e+006
93.75	-7.0728e+006
95.833	-2.3384e+006
97.917	-2.3384e+006
100.	-2.3384e+006
