-5.232486716913306e-07	0.0
4.166669471892704	-0.158067331233769
8.333329473359127	-0.31494056160208656
12.499999479969821	-0.46983328956347015
16.666669489816936	-0.622143865776998
20.833329502040726	-0.7713028283750244
24.999999516227522	-0.9167519959688085
29.166669532148518	-1.0579412025964432
33.3333295496479	-1.1943315626391309
37.49999956859354	-1.3253990541404332
41.66666958886066	-1.450635245313498
45.833329610318806	-1.569550980769008
49.999999632824746	-1.681679723621205
54.166669656227	-1.7865782714698388
58.333329680361544	-1.8838299879555085
62.499999705050655	-1.97304757350825
66.66666973011564	-2.0538736493536596
70.8333297553832	-2.1259833646555544
74.99999978070959	-2.1890864605371214
79.16666980605635	-2.2429276731949255
83.33332983164986	-2.287288597477218
87.49999985839573	-2.321988959239157
91.6666698889505	-2.346886941171118
95.83332993037054	-2.3618810309583673
100.0	-2.3669140660572903
