3.125	96.875	857.7802351273609
9.375	96.875	2551.5464865222434
15.625	96.875	4224.040306975059
21.875	96.875	5856.1407956340845
28.125	96.875	7431.936018579927
34.375	96.875	8936.20062279236
40.625	96.875	10354.428795353146
46.875	96.875	11672.953410273934
53.125	96.875	12879.071650868464
59.375	96.875	13961.165199130734
65.625	96.875	14908.811199517058
71.875	96.875	15712.882197318473
78.125	96.875	16365.633811907417
84.375	96.875	16860.779193223483
90.625	96.875	17193.54949508847
96.875	96.875	17360.739759703112
