3.125	96.875	68.3374879828953
9.375	96.875	20.57702359595812
15.625	96.875	12.239205301224107
21.875	96.875	8.789084117492985
28.125	96.875	6.912759599024625
34.375	96.875	5.743723275904582
40.625	96.875	4.954349558322756
46.875	96.875	4.39325536118144
53.125	96.875	3.980948786506585
59.375	96.875	3.671838600386739
65.625	96.875	3.4380792781246052
71.875	96.875	3.2618959720277814
78.125	96.875	3.1316259095699777
84.375	96.875	3.0395493283421935
90.625	96.875	2.9806527866256802
96.875	96.875	2.951915635285833
